FROMNODENO,TONODENO,WKT
31325,30150,"LINESTRING (-1.51132773880243 52.4188253898708, -1.51333225147961 52.4177943932292)"
30163,31325,"LINESTRING (-1.50883516335627 52.4215696454503, -1.51132773880243 52.4188253898708)"
31325,30163,"LINESTRING (-1.51132773880243 52.4188253898708, -1.50883516335627 52.4215696454503)"
30178,31326,"LINESTRING (-1.50566169446779 52.4213226845642, -1.50626867406601 52.4204534324186)"
31326,30178,"LINESTRING (-1.50626867406601 52.4204534324186, -1.50566169446779 52.4213226845642)"
30379,31327,"LINESTRING (-1.47785800125099 52.3913992145672, -1.48112549455498 52.3904529037297)"
31327,30379,"LINESTRING (-1.48112549455498 52.3904529037297, -1.47785800125099 52.3913992145672)"
30386,31327,"LINESTRING (-1.4816411644721 52.3903035466711, -1.48112549455498 52.3904529037297)"
31327,30386,"LINESTRING (-1.48112549455498 52.3904529037297, -1.4816411644721 52.3903035466711)"
30380,31328,"LINESTRING (-1.47979313144827 52.3887802502398, -1.48176822974046 52.3899058997194)"
31328,30380,"LINESTRING (-1.48176822974046 52.3899058997194, -1.47979313144827 52.3887802502398)"
30388,31328,"LINESTRING (-1.48205087189449 52.3900985672453, -1.48176822974046 52.3899058997194)"
31328,30388,"LINESTRING (-1.48176822974046 52.3899058997194, -1.48205087189449 52.3900985672453)"
30789,31329,"LINESTRING (-1.56252087643131 52.4011107557127, -1.55899929391029 52.4013162157524)"
31329,30789,"LINESTRING (-1.55899929391029 52.4013162157524, -1.56252087643131 52.4011107557127)"
30310,31329,"LINESTRING (-1.55850408422682 52.4013471727743, -1.55899929391029 52.4013162157524)"
31329,30310,"LINESTRING (-1.55899929391029 52.4013162157524, -1.55850408422682 52.4013471727743)"
30048,31330,"LINESTRING (-1.55895374657493 52.4040360301484, -1.55956501038365 52.404068278801)"
31330,30048,"LINESTRING (-1.55956501038365 52.404068278801, -1.55895374657493 52.4040360301484)"
31329,31330,"LINESTRING (-1.55899929391029 52.4013162157524, -1.55956501038365 52.404068278801)"
31330,31329,"LINESTRING (-1.55956501038365 52.404068278801, -1.55899929391029 52.4013162157524)"
30611,31331,"LINESTRING (-1.52404829727615 52.4066109882264, -1.52197018709936 52.4092208475265)"
31331,30611,"LINESTRING (-1.52197018709936 52.4092208475265, -1.52404829727615 52.4066109882264)"
30126,31331,"LINESTRING (-1.52108861010506 52.4103012983848, -1.52197018709936 52.4092208475265)"
31331,30126,"LINESTRING (-1.52197018709936 52.4092208475265, -1.52108861010506 52.4103012983848)"
30247,31332,"LINESTRING (-1.47634670588167 52.4536244857442, -1.47730485486643 52.4526170619863)"
31332,30247,"LINESTRING (-1.47730485486643 52.4526170619863, -1.47634670588167 52.4536244857442)"
30583,31332,"LINESTRING (-1.47917853445737 52.4506486272855, -1.47730485486643 52.4526170619863)"
31332,30583,"LINESTRING (-1.47730485486643 52.4526170619863, -1.47917853445737 52.4506486272855)"
30611,31333,"LINESTRING (-1.52404829727615 52.4066109882264, -1.52423427169825 52.4067509875032)"
31333,30611,"LINESTRING (-1.52423427169825 52.4067509875032, -1.52404829727615 52.4066109882264)"
30805,31334,"LINESTRING (-1.51574876373421 52.406509665491, -1.51724419935885 52.4063870142329)"
31334,30805,"LINESTRING (-1.51724419935885 52.4063870142329, -1.51574876373421 52.406509665491)"
30501,31337,"LINESTRING (-1.44339767496682 52.4244761605952, -1.44043969092605 52.4267298757842)"
31337,30501,"LINESTRING (-1.44043969092605 52.4267298757842, -1.44339767496682 52.4244761605952)"
30991,31338,"LINESTRING (-1.43790885140053 52.4300180129745, -1.43594066264541 52.4294875690739)"
31338,30991,"LINESTRING (-1.43594066264541 52.4294875690739, -1.43790885140053 52.4300180129745)"
30794,31279,"LINESTRING (-1.50018397316309 52.4026260146659, -1.49996907439588 52.4023670301474)"
31279,30794,"LINESTRING (-1.49996907439588 52.4023670301474, -1.50018397316309 52.4026260146659)"
30213,31339,"LINESTRING (-1.49084989925337 52.4408403581366, -1.49302390131979 52.4406255124008)"
31339,30213,"LINESTRING (-1.49302390131979 52.4406255124008, -1.49084989925337 52.4408403581366)"
30718,31340,"LINESTRING (-1.52327304145224 52.4242198951823, -1.52209706123044 52.4253297718404)"
31340,30718,"LINESTRING (-1.52209706123044 52.4253297718404, -1.52327304145224 52.4242198951823)"
30843,31340,"LINESTRING (-1.52162219141945 52.4270060445453, -1.52209706123044 52.4253297718404)"
31340,30843,"LINESTRING (-1.52209706123044 52.4253297718404, -1.52162219141945 52.4270060445453)"
30844,31341,"LINESTRING (-1.51845317241762 52.4271226734598, -1.51851554676771 52.4253843073699)"
31341,30844,"LINESTRING (-1.51851554676771 52.4253843073699, -1.51845317241762 52.4271226734598)"
30129,31342,"LINESTRING (-1.519703644888 52.4214164823516, -1.5230111558384 52.4238237875991)"
31342,30129,"LINESTRING (-1.5230111558384 52.4238237875991, -1.519703644888 52.4214164823516)"
30411,31343,"LINESTRING (-1.4787411157897 52.4066211764843, -1.47990922717158 52.4099704549335)"
31343,30411,"LINESTRING (-1.47990922717158 52.4099704549335, -1.4787411157897 52.4066211764843)"
30233,31343,"LINESTRING (-1.48225555560625 52.4109558208781, -1.47990922717158 52.4099704549335)"
31343,30233,"LINESTRING (-1.47990922717158 52.4099704549335, -1.48225555560625 52.4109558208781)"
30127,31344,"LINESTRING (-1.52063340535636 52.446071413525, -1.52010232393616 52.4481490614759)"
31344,30127,"LINESTRING (-1.52010232393616 52.4481490614759, -1.52063340535636 52.446071413525)"
30591,31344,"LINESTRING (-1.5135413312509 52.4491606290991, -1.52010232393616 52.4481490614759)"
31344,30591,"LINESTRING (-1.52010232393616 52.4481490614759, -1.5135413312509 52.4491606290991)"
30141,31345,"LINESTRING (-1.51593682929905 52.3759468628357, -1.51503126085011 52.3747224712496)"
31345,30141,"LINESTRING (-1.51503126085011 52.3747224712496, -1.51593682929905 52.3759468628357)"
30147,31345,"LINESTRING (-1.51400590416517 52.3698525760838, -1.51503126085011 52.3747224712496)"
31345,30147,"LINESTRING (-1.51503126085011 52.3747224712496, -1.51400590416517 52.3698525760838)"
30014,31346,"LINESTRING (-1.58614052415795 52.4127546651956, -1.58639531104031 52.4112122226718)"
31346,30014,"LINESTRING (-1.58639531104031 52.4112122226718, -1.58614052415795 52.4127546651956)"
30015,31346,"LINESTRING (-1.58499399329689 52.4091079634739, -1.58639531104031 52.4112122226718)"
31346,30015,"LINESTRING (-1.58639531104031 52.4112122226718, -1.58499399329689 52.4091079634739)"
31166,31347,"LINESTRING (-1.57579368157883 52.4019973926869, -1.58082039047036 52.4020593128499)"
31347,31166,"LINESTRING (-1.58082039047036 52.4020593128499, -1.57579368157883 52.4019973926869)"
30016,31347,"LINESTRING (-1.58172014014553 52.4020355270809, -1.58082039047036 52.4020593128499)"
31347,30016,"LINESTRING (-1.58082039047036 52.4020593128499, -1.58172014014553 52.4020355270809)"
30771,31348,"LINESTRING (-1.58508323573138 52.401850895104, -1.58615733070773 52.401814542331)"
31348,30771,"LINESTRING (-1.58615733070773 52.401814542331, -1.58508323573138 52.401850895104)"
30756,31349,"LINESTRING (-1.53881780109329 52.4354365761802, -1.54011393018334 52.436471736693)"
31349,30756,"LINESTRING (-1.54011393018334 52.436471736693, -1.53881780109329 52.4354365761802)"
30076,31350,"LINESTRING (-1.54069698653507 52.4431300337085, -1.53425683712625 52.4382733096688)"
31350,30076,"LINESTRING (-1.53425683712625 52.4382733096688, -1.54069698653507 52.4431300337085)"
30529,31350,"LINESTRING (-1.53227441141091 52.4361797267836, -1.53425683712625 52.4382733096688)"
31350,30529,"LINESTRING (-1.53425683712625 52.4382733096688, -1.53227441141091 52.4361797267836)"
30770,31351,"LINESTRING (-1.5842153549008 52.4069483051837, -1.58502608225272 52.4081211847175)"
31351,30770,"LINESTRING (-1.58502608225272 52.4081211847175, -1.5842153549008 52.4069483051837)"
30015,31351,"LINESTRING (-1.58499399329689 52.4091079634739, -1.58502608225272 52.4081211847175)"
31351,30015,"LINESTRING (-1.58502608225272 52.4081211847175, -1.58499399329689 52.4091079634739)"
30130,31352,"LINESTRING (-1.51890734173868 52.4202715006744, -1.523806378506 52.4191323589507)"
31352,30130,"LINESTRING (-1.523806378506 52.4191323589507, -1.51890734173868 52.4202715006744)"
30115,31352,"LINESTRING (-1.52572666738397 52.4178537181593, -1.523806378506 52.4191323589507)"
31352,30115,"LINESTRING (-1.523806378506 52.4191323589507, -1.52572666738397 52.4178537181593)"
30737,31357,"LINESTRING (-1.51384124560818 52.4042547683229, -1.51379922557979 52.4044592629621)"
31357,30737,"LINESTRING (-1.51379922557979 52.4044592629621, -1.51384124560818 52.4042547683229)"
30737,31358,"LINESTRING (-1.51384124560818 52.4042547683229, -1.5136457509218 52.4044417758144)"
31358,30737,"LINESTRING (-1.5136457509218 52.4044417758144, -1.51384124560818 52.4042547683229)"
30738,31353,"LINESTRING (-1.51396887904892 52.4046117713481, -1.5138123589452 52.4045133469635)"
31353,30738,"LINESTRING (-1.5138123589452 52.4045133469635, -1.51396887904892 52.4046117713481)"
30738,31354,"LINESTRING (-1.51396887904892 52.4046117713481, -1.51376815742563 52.4046018775582)"
31354,30738,"LINESTRING (-1.51376815742563 52.4046018775582, -1.51396887904892 52.4046117713481)"
31353,31354,"LINESTRING (-1.5138123589452 52.4045133469635, -1.51376815742563 52.4046018775582)"
31354,31353,"LINESTRING (-1.51376815742563 52.4046018775582, -1.5138123589452 52.4045133469635)"
31357,31358,"LINESTRING (-1.51379922557979 52.4044592629621, -1.5136457509218 52.4044417758144)"
31358,31357,"LINESTRING (-1.5136457509218 52.4044417758144, -1.51379922557979 52.4044592629621)"
30146,31356,"LINESTRING (-1.51352861451891 52.4047164254543, -1.51357403825545 52.4045843783857)"
31356,30146,"LINESTRING (-1.51357403825545 52.4045843783857, -1.51352861451891 52.4047164254543)"
30146,31355,"LINESTRING (-1.51352861451891 52.4047164254543, -1.5136794654895 52.4046225139918)"
31355,30146,"LINESTRING (-1.5136794654895 52.4046225139918, -1.51352861451891 52.4047164254543)"
31355,31356,"LINESTRING (-1.5136794654895 52.4046225139918, -1.51357403825545 52.4045843783857)"
31356,31355,"LINESTRING (-1.51357403825545 52.4045843783857, -1.5136794654895 52.4046225139918)"
31353,31357,"LINESTRING (-1.5138123589452 52.4045133469635, -1.51379922557979 52.4044592629621)"
31357,31353,"LINESTRING (-1.51379922557979 52.4044592629621, -1.5138123589452 52.4045133469635)"
31354,31355,"LINESTRING (-1.51376815742563 52.4046018775582, -1.5136794654895 52.4046225139918)"
31355,31354,"LINESTRING (-1.5136794654895 52.4046225139918, -1.51376815742563 52.4046018775582)"
31356,31358,"LINESTRING (-1.51357403825545 52.4045843783857, -1.5136457509218 52.4044417758144)"
31358,31356,"LINESTRING (-1.5136457509218 52.4044417758144, -1.51357403825545 52.4045843783857)"
30791,31360,"LINESTRING (-1.56528192555561 52.3988656723839, -1.5697340700788 52.3985660982574)"
31360,30791,"LINESTRING (-1.5697340700788 52.3985660982574, -1.56528192555561 52.3988656723839)"
30028,31361,"LINESTRING (-1.57493890013602 52.3980017525243, -1.57088852771577 52.3984232909424)"
31361,30028,"LINESTRING (-1.57088852771577 52.3984232909424, -1.57493890013602 52.3980017525243)"
31361,31367,"LINESTRING (-1.57088852771577 52.3984232909424, -1.57059676202308 52.3984084595805)"
31367,31361,"LINESTRING (-1.57059676202308 52.3984084595805, -1.57088852771577 52.3984232909424)"
31361,31366,"LINESTRING (-1.57088852771577 52.3984232909424, -1.57062886340821 52.3984985606612)"
31366,31361,"LINESTRING (-1.57062886340821 52.3984985606612, -1.57088852771577 52.3984232909424)"
31359,31362,"LINESTRING (-1.57040573884129 52.3988535143212, -1.57043095263024 52.3986623728701)"
31362,31359,"LINESTRING (-1.57043095263024 52.3986623728701, -1.57040573884129 52.3988535143212)"
31359,31363,"LINESTRING (-1.57040573884129 52.3988535143212, -1.5702705381561 52.3986720003198)"
31363,31359,"LINESTRING (-1.5702705381561 52.3986720003198, -1.57040573884129 52.3988535143212)"
31360,31364,"LINESTRING (-1.5697340700788 52.3985660982574, -1.57007184017174 52.3985842740401)"
31364,31360,"LINESTRING (-1.57007184017174 52.3985842740401, -1.5697340700788 52.3985660982574)"
31360,31365,"LINESTRING (-1.5697340700788 52.3985660982574, -1.57004718630797 52.3985015379111)"
31365,31360,"LINESTRING (-1.57004718630797 52.3985015379111, -1.5697340700788 52.3985660982574)"
31366,31367,"LINESTRING (-1.57062886340821 52.3984985606612, -1.57059676202308 52.3984084595805)"
31367,31366,"LINESTRING (-1.57059676202308 52.3984084595805, -1.57062886340821 52.3984985606612)"
31362,31363,"LINESTRING (-1.57043095263024 52.3986623728701, -1.5702705381561 52.3986720003198)"
31363,31362,"LINESTRING (-1.5702705381561 52.3986720003198, -1.57043095263024 52.3986623728701)"
31364,31365,"LINESTRING (-1.57007184017174 52.3985842740401, -1.57004718630797 52.3985015379111)"
31365,31364,"LINESTRING (-1.57004718630797 52.3985015379111, -1.57007184017174 52.3985842740401)"
31365,31367,"LINESTRING (-1.57004718630797 52.3985015379111, -1.57059676202308 52.3984084595805)"
31367,31365,"LINESTRING (-1.57059676202308 52.3984084595805, -1.57004718630797 52.3985015379111)"
31362,31366,"LINESTRING (-1.57043095263024 52.3986623728701, -1.57062886340821 52.3984985606612)"
31366,31362,"LINESTRING (-1.57062886340821 52.3984985606612, -1.57043095263024 52.3986623728701)"
31363,31364,"LINESTRING (-1.5702705381561 52.3986720003198, -1.57007184017174 52.3985842740401)"
31364,31363,"LINESTRING (-1.57007184017174 52.3985842740401, -1.5702705381561 52.3986720003198)"
30600,31368,"LINESTRING (-1.56961556259338 52.3934039903921, -1.56951386476937 52.3927047460493)"
31368,30600,"LINESTRING (-1.56951386476937 52.3927047460493, -1.56961556259338 52.3934039903921)"
30025,31369,"LINESTRING (-1.57630941692043 52.3930081463226, -1.57008041311734 52.3924625113197)"
31369,30025,"LINESTRING (-1.57008041311734 52.3924625113197, -1.57630941692043 52.3930081463226)"
30598,31370,"LINESTRING (-1.5656884781027 52.3917865796393, -1.5690320492369 52.392302082391)"
31370,30598,"LINESTRING (-1.5690320492369 52.392302082391, -1.5656884781027 52.3917865796393)"
31369,31372,"LINESTRING (-1.57008041311734 52.3924625113197, -1.56974500957676 52.3923483094751)"
31372,31369,"LINESTRING (-1.56974500957676 52.3923483094751, -1.57008041311734 52.3924625113197)"
31371,31372,"LINESTRING (-1.56973238679836 52.3924587199017, -1.56974500957676 52.3923483094751)"
31372,31371,"LINESTRING (-1.56974500957676 52.3923483094751, -1.56973238679836 52.3924587199017)"
31369,31371,"LINESTRING (-1.57008041311734 52.3924625113197, -1.56973238679836 52.3924587199017)"
31371,31369,"LINESTRING (-1.56973238679836 52.3924587199017, -1.57008041311734 52.3924625113197)"
30603,31373,"LINESTRING (-1.56952025801829 52.3920121355968, -1.56959564003375 52.3922391826192)"
31373,30603,"LINESTRING (-1.56959564003375 52.3922391826192, -1.56952025801829 52.3920121355968)"
30603,31374,"LINESTRING (-1.56952025801829 52.3920121355968, -1.56942102493405 52.392232763384)"
31374,30603,"LINESTRING (-1.56942102493405 52.392232763384, -1.56952025801829 52.3920121355968)"
31373,31374,"LINESTRING (-1.56959564003375 52.3922391826192, -1.56942102493405 52.392232763384)"
31374,31373,"LINESTRING (-1.56942102493405 52.392232763384, -1.56959564003375 52.3922391826192)"
31370,31375,"LINESTRING (-1.5690320492369 52.392302082391, -1.56929058955832 52.3922841172396)"
31375,31370,"LINESTRING (-1.56929058955832 52.3922841172396, -1.5690320492369 52.392302082391)"
31370,31376,"LINESTRING (-1.5690320492369 52.392302082391, -1.56924009844504 52.3923958116692)"
31376,31370,"LINESTRING (-1.56924009844504 52.3923958116692, -1.5690320492369 52.392302082391)"
31375,31376,"LINESTRING (-1.56929058955832 52.3922841172396, -1.56924009844504 52.3923958116692)"
31376,31375,"LINESTRING (-1.56924009844504 52.3923958116692, -1.56929058955832 52.3922841172396)"
31368,31378,"LINESTRING (-1.56951386476937 52.3927047460493, -1.56960615901539 52.3925126411725)"
31378,31368,"LINESTRING (-1.56960615901539 52.3925126411725, -1.56951386476937 52.3927047460493)"
31368,31377,"LINESTRING (-1.56951386476937 52.3927047460493, -1.56941050595185 52.3925254795606)"
31377,31368,"LINESTRING (-1.56941050595185 52.3925254795606, -1.56951386476937 52.3927047460493)"
31377,31378,"LINESTRING (-1.56941050595185 52.3925254795606, -1.56960615901539 52.3925126411725)"
31378,31377,"LINESTRING (-1.56960615901539 52.3925126411725, -1.56941050595185 52.3925254795606)"
31374,31375,"LINESTRING (-1.56942102493405 52.392232763384, -1.56929058955832 52.3922841172396)"
31375,31374,"LINESTRING (-1.56929058955832 52.3922841172396, -1.56942102493405 52.392232763384)"
31372,31373,"LINESTRING (-1.56974500957676 52.3923483094751, -1.56959564003375 52.3922391826192)"
31373,31372,"LINESTRING (-1.56959564003375 52.3922391826192, -1.56974500957676 52.3923483094751)"
31371,31378,"LINESTRING (-1.56973238679836 52.3924587199017, -1.56960615901539 52.3925126411725)"
31378,31371,"LINESTRING (-1.56960615901539 52.3925126411725, -1.56973238679836 52.3924587199017)"
31376,31377,"LINESTRING (-1.56924009844504 52.3923958116692, -1.56941050595185 52.3925254795606)"
31377,31376,"LINESTRING (-1.56941050595185 52.3925254795606, -1.56924009844504 52.3923958116692)"
30049,31379,"LINESTRING (-1.5564705569487 52.403772950078, -1.54939305501321 52.4037558309045)"
31379,30049,"LINESTRING (-1.54939305501321 52.4037558309045, -1.5564705569487 52.403772950078)"
30787,31381,"LINESTRING (-1.54688942578226 52.4011200141478, -1.54772836031402 52.4025539914215)"
31381,30787,"LINESTRING (-1.54772836031402 52.4025539914215, -1.54688942578226 52.4011200141478)"
30549,31382,"LINESTRING (-1.54977597088716 52.4027877838006, -1.54895384282194 52.4029361019241)"
31382,30549,"LINESTRING (-1.54895384282194 52.4029361019241, -1.54977597088716 52.4027877838006)"
31382,31383,"LINESTRING (-1.54895384282194 52.4029361019241, -1.5492102053367 52.4030925095869)"
31383,31382,"LINESTRING (-1.5492102053367 52.4030925095869, -1.54895384282194 52.4029361019241)"
30549,31383,"LINESTRING (-1.54977597088716 52.4027877838006, -1.5492102053367 52.4030925095869)"
31383,30549,"LINESTRING (-1.5492102053367 52.4030925095869, -1.54977597088716 52.4027877838006)"
31381,31385,"LINESTRING (-1.54772836031402 52.4025539914215, -1.54843227770541 52.4029199217893)"
31385,31381,"LINESTRING (-1.54843227770541 52.4029199217893, -1.54772836031402 52.4025539914215)"
31381,31384,"LINESTRING (-1.54772836031402 52.4025539914215, -1.54814939493023 52.4030170025085)"
31384,31381,"LINESTRING (-1.54814939493023 52.4030170025085, -1.54772836031402 52.4025539914215)"
31384,31385,"LINESTRING (-1.54814939493023 52.4030170025085, -1.54843227770541 52.4029199217893)"
31385,31384,"LINESTRING (-1.54843227770541 52.4029199217893, -1.54814939493023 52.4030170025085)"
31380,31386,"LINESTRING (-1.54771623068023 52.403674988419, -1.5481317147564 52.4033999299289)"
31386,31380,"LINESTRING (-1.5481317147564 52.4033999299289, -1.54771623068023 52.403674988419)"
31380,31387,"LINESTRING (-1.54771623068023 52.403674988419, -1.54840575744461 52.4035509426455)"
31387,31380,"LINESTRING (-1.54840575744461 52.4035509426455, -1.54771623068023 52.403674988419)"
31386,31387,"LINESTRING (-1.5481317147564 52.4033999299289, -1.54840575744461 52.4035509426455)"
31387,31386,"LINESTRING (-1.54840575744461 52.4035509426455, -1.5481317147564 52.4033999299289)"
31379,31388,"LINESTRING (-1.54939305501321 52.4037558309045, -1.54883892169398 52.4035185828212)"
31388,31379,"LINESTRING (-1.54883892169398 52.4035185828212, -1.54939305501321 52.4037558309045)"
31379,31389,"LINESTRING (-1.54939305501321 52.4037558309045, -1.5491129643825 52.4033621766689)"
31389,31379,"LINESTRING (-1.5491129643825 52.4033621766689, -1.54939305501321 52.4037558309045)"
31388,31389,"LINESTRING (-1.54883892169398 52.4035185828212, -1.5491129643825 52.4033621766689)"
31389,31388,"LINESTRING (-1.5491129643825 52.4033621766689, -1.54883892169398 52.4035185828212)"
31382,31385,"LINESTRING (-1.54895384282194 52.4029361019241, -1.54843227770541 52.4029199217893)"
31385,31382,"LINESTRING (-1.54843227770541 52.4029199217893, -1.54895384282194 52.4029361019241)"
31383,31389,"LINESTRING (-1.5492102053367 52.4030925095869, -1.5491129643825 52.4033621766689)"
31389,31383,"LINESTRING (-1.5491129643825 52.4033621766689, -1.5492102053367 52.4030925095869)"
31387,31388,"LINESTRING (-1.54840575744461 52.4035509426455, -1.54883892169398 52.4035185828212)"
31388,31387,"LINESTRING (-1.54883892169398 52.4035185828212, -1.54840575744461 52.4035509426455)"
31384,31386,"LINESTRING (-1.54814939493023 52.4030170025085, -1.5481317147564 52.4033999299289)"
31386,31384,"LINESTRING (-1.5481317147564 52.4033999299289, -1.54814939493023 52.4030170025085)"
30075,31390,"LINESTRING (-1.54084870216781 52.4036548449171, -1.54561774249948 52.404001187832)"
31390,30075,"LINESTRING (-1.54561774249948 52.404001187832, -1.54084870216781 52.4036548449171)"
30058,31391,"LINESTRING (-1.55182861298151 52.4059266755861, -1.5465468712649 52.4046280510455)"
31391,30058,"LINESTRING (-1.5465468712649 52.4046280510455, -1.55182861298151 52.4059266755861)"
31380,31392,"LINESTRING (-1.54771623068023 52.403674988419, -1.54688390039138 52.4039857074214)"
31392,31380,"LINESTRING (-1.54688390039138 52.4039857074214, -1.54771623068023 52.403674988419)"
31392,31398,"LINESTRING (-1.54688390039138 52.4039857074214, -1.54657213736314 52.4041364344822)"
31398,31392,"LINESTRING (-1.54657213736314 52.4041364344822, -1.54688390039138 52.4039857074214)"
31392,31397,"LINESTRING (-1.54688390039138 52.4039857074214, -1.54647213790141 52.4040287723484)"
31397,31392,"LINESTRING (-1.54647213790141 52.4040287723484, -1.54688390039138 52.4039857074214)"
31397,31398,"LINESTRING (-1.54647213790141 52.4040287723484, -1.54657213736314 52.4041364344822)"
31398,31397,"LINESTRING (-1.54657213736314 52.4041364344822, -1.54647213790141 52.4040287723484)"
31391,31396,"LINESTRING (-1.5465468712649 52.4046280510455, -1.54640743236696 52.4043409918126)"
31396,31391,"LINESTRING (-1.54640743236696 52.4043409918126, -1.5465468712649 52.4046280510455)"
31395,31396,"LINESTRING (-1.54618390415811 52.4043768789657, -1.54640743236696 52.4043409918126)"
31396,31395,"LINESTRING (-1.54640743236696 52.4043409918126, -1.54618390415811 52.4043768789657)"
31391,31395,"LINESTRING (-1.5465468712649 52.4046280510455, -1.54618390415811 52.4043768789657)"
31395,31391,"LINESTRING (-1.54618390415811 52.4043768789657, -1.5465468712649 52.4046280510455)"
31390,31394,"LINESTRING (-1.54561774249948 52.404001187832, -1.54586037648764 52.4041902654506)"
31394,31390,"LINESTRING (-1.54586037648764 52.4041902654506, -1.54561774249948 52.404001187832)"
31390,31393,"LINESTRING (-1.54561774249948 52.404001187832, -1.5460352630513 52.4040090358831)"
31393,31390,"LINESTRING (-1.5460352630513 52.4040090358831, -1.54561774249948 52.404001187832)"
31393,31394,"LINESTRING (-1.5460352630513 52.4040090358831, -1.54586037648764 52.4041902654506)"
31394,31393,"LINESTRING (-1.54586037648764 52.4041902654506, -1.5460352630513 52.4040090358831)"
31393,31397,"LINESTRING (-1.5460352630513 52.4040090358831, -1.54647213790141 52.4040287723484)"
31397,31393,"LINESTRING (-1.54647213790141 52.4040287723484, -1.5460352630513 52.4040090358831)"
31396,31398,"LINESTRING (-1.54640743236696 52.4043409918126, -1.54657213736314 52.4041364344822)"
31398,31396,"LINESTRING (-1.54657213736314 52.4041364344822, -1.54640743236696 52.4043409918126)"
31394,31395,"LINESTRING (-1.54586037648764 52.4041902654506, -1.54618390415811 52.4043768789657)"
31395,31394,"LINESTRING (-1.54618390415811 52.4043768789657, -1.54586037648764 52.4041902654506)"
31214,31399,"LINESTRING (-1.56438032557901 52.3866073766344, -1.55643051298876 52.389707578245)"
31399,31214,"LINESTRING (-1.55643051298876 52.389707578245, -1.56438032557901 52.3866073766344)"
30605,31400,"LINESTRING (-1.55573767680185 52.388913509024, -1.55568110372938 52.3892636725456)"
31400,30605,"LINESTRING (-1.55568110372938 52.3892636725456, -1.55573767680185 52.388913509024)"
31033,31401,"LINESTRING (-1.55520728312255 52.3900435991878, -1.55542395349255 52.3898712393209)"
31401,31033,"LINESTRING (-1.55542395349255 52.3898712393209, -1.55520728312255 52.3900435991878)"
31400,31406,"LINESTRING (-1.55568110372938 52.3892636725456, -1.55584641459529 52.389490109849)"
31406,31400,"LINESTRING (-1.55584641459529 52.389490109849, -1.55568110372938 52.3892636725456)"
31400,31407,"LINESTRING (-1.55568110372938 52.3892636725456, -1.55562967368187 52.3895237390525)"
31407,31400,"LINESTRING (-1.55562967368187 52.3895237390525, -1.55568110372938 52.3892636725456)"
31406,31407,"LINESTRING (-1.55584641459529 52.389490109849, -1.55562967368187 52.3895237390525)"
31407,31406,"LINESTRING (-1.55562967368187 52.3895237390525, -1.55584641459529 52.389490109849)"
31402,31406,"LINESTRING (-1.55603009333532 52.3896156587445, -1.55584641459529 52.389490109849)"
31406,31402,"LINESTRING (-1.55584641459529 52.389490109849, -1.55603009333532 52.3896156587445)"
31402,31403,"LINESTRING (-1.55603009333532 52.3896156587445, -1.55597866328797 52.3897187879271)"
31403,31402,"LINESTRING (-1.55597866328797 52.3897187879271, -1.55603009333532 52.3896156587445)"
31399,31403,"LINESTRING (-1.55643051298876 52.389707578245, -1.55597866328797 52.3897187879271)"
31403,31399,"LINESTRING (-1.55597866328797 52.3897187879271, -1.55643051298876 52.389707578245)"
31399,31402,"LINESTRING (-1.55643051298876 52.389707578245, -1.55603009333532 52.3896156587445)"
31402,31399,"LINESTRING (-1.55603009333532 52.3896156587445, -1.55643051298876 52.389707578245)"
31403,31404,"LINESTRING (-1.55597866328797 52.3897187879271, -1.55568110372887 52.3897658685608)"
31404,31403,"LINESTRING (-1.55568110372887 52.3897658685608, -1.55597866328797 52.3897187879271)"
31401,31404,"LINESTRING (-1.55542395349255 52.3898712393209, -1.55568110372887 52.3897658685608)"
31404,31401,"LINESTRING (-1.55568110372887 52.3897658685608, -1.55542395349255 52.3898712393209)"
31401,31405,"LINESTRING (-1.55542395349255 52.3898712393209, -1.55555987576046 52.3896784330582)"
31405,31401,"LINESTRING (-1.55555987576046 52.3896784330582, -1.55542395349255 52.3898712393209)"
31404,31405,"LINESTRING (-1.55568110372887 52.3897658685608, -1.55555987576046 52.3896784330582)"
31405,31404,"LINESTRING (-1.55555987576046 52.3896784330582, -1.55568110372887 52.3897658685608)"
31405,31407,"LINESTRING (-1.55555987576046 52.3896784330582, -1.55562967368187 52.3895237390525)"
31407,31405,"LINESTRING (-1.55562967368187 52.3895237390525, -1.55555987576046 52.3896784330582)"
30312,31408,"LINESTRING (-1.55650200032955 52.3869323813656, -1.55433594519365 52.3861764164957)"
31408,30312,"LINESTRING (-1.55433594519365 52.3861764164957, -1.55650200032955 52.3869323813656)"
30604,31409,"LINESTRING (-1.55402803857935 52.3884216064149, -1.55377674530348 52.3864891664244)"
31409,30604,"LINESTRING (-1.55377674530348 52.3864891664244, -1.55402803857935 52.3884216064149)"
30057,31410,"LINESTRING (-1.55266168879436 52.3845871961388, -1.55365851088862 52.3859990050528)"
31410,30057,"LINESTRING (-1.55365851088862 52.3859990050528, -1.55266168879436 52.3845871961388)"
31408,31411,"LINESTRING (-1.55433594519365 52.3861764164957, -1.55407420976927 52.3861611931263)"
31411,31408,"LINESTRING (-1.55407420976927 52.3861611931263, -1.55433594519365 52.3861764164957)"
31408,31412,"LINESTRING (-1.55433594519365 52.3861764164957, -1.55408347365584 52.3862106663706)"
