FROMNODENO,TONODENO,WKT
65034,30852,"LINESTRING (-1.49984597924671 52.3887471013349, -1.49972261574407 52.3889790960134)"
30776,65035,"LINESTRING (-1.51056003788904 52.3864781318293, -1.51336030371578 52.3880104990594)"
65035,30776,"LINESTRING (-1.51336030371578 52.3880104990594, -1.51056003788904 52.3864781318293)"
30140,65035,"LINESTRING (-1.51587253623579 52.3899682074191, -1.51336030371578 52.3880104990594)"
65035,30140,"LINESTRING (-1.51336030371578 52.3880104990594, -1.51587253623579 52.3899682074191)"
65035,65036,"LINESTRING (-1.51336030371578 52.3880104990594, -1.51281698649414 52.3882991714061)"
65036,65035,"LINESTRING (-1.51281698649414 52.3882991714061, -1.51336030371578 52.3880104990594)"
30179,65037,"LINESTRING (-1.50589954904664 52.3894985228875, -1.50545570217735 52.3901307255091)"
65037,30179,"LINESTRING (-1.50545570217735 52.3901307255091, -1.50589954904664 52.3894985228875)"
30356,65037,"LINESTRING (-1.50492663974509 52.3908842807122, -1.50545570217735 52.3901307255091)"
65037,30356,"LINESTRING (-1.50545570217735 52.3901307255091, -1.50492663974509 52.3908842807122)"
65037,65038,"LINESTRING (-1.50545570217735 52.3901307255091, -1.50592620696564 52.3903124113305)"
65038,65037,"LINESTRING (-1.50592620696564 52.3903124113305, -1.50545570217735 52.3901307255091)"
30231,65039,"LINESTRING (-1.4829782632061 52.4224683380482, -1.48223778989875 52.4218681382084)"
65039,30231,"LINESTRING (-1.48223778989875 52.4218681382084, -1.4829782632061 52.4224683380482)"
31660,65039,"LINESTRING (-1.48211389452734 52.4212711959771, -1.48223778989875 52.4218681382084)"
65039,31660,"LINESTRING (-1.48223778989875 52.4218681382084, -1.48211389452734 52.4212711959771)"
65039,65040,"LINESTRING (-1.48223778989875 52.4218681382084, -1.48163782801829 52.4219783758569)"
65040,65039,"LINESTRING (-1.48163782801829 52.4219783758569, -1.48223778989875 52.4218681382084)"
31313,65041,"LINESTRING (-1.47237906762034 52.4184661021494, -1.47093357689354 52.4191530037288)"
65041,31313,"LINESTRING (-1.47093357689354 52.4191530037288, -1.47237906762034 52.4184661021494)"
30742,65041,"LINESTRING (-1.4690578441882 52.420409071974, -1.47093357689354 52.4191530037288)"
65041,30742,"LINESTRING (-1.47093357689354 52.4191530037288, -1.4690578441882 52.420409071974)"
65041,65042,"LINESTRING (-1.47093357689354 52.4191530037288, -1.47151420953063 52.4194047496845)"
65042,65041,"LINESTRING (-1.47151420953063 52.4194047496845, -1.47093357689354 52.4191530037288)"
30273,65043,"LINESTRING (-1.46047161420868 52.416936383308, -1.46502063887452 52.4190084785664)"
65043,30273,"LINESTRING (-1.46502063887452 52.4190084785664, -1.46047161420868 52.416936383308)"
30742,65043,"LINESTRING (-1.4690578441882 52.420409071974, -1.46502063887452 52.4190084785664)"
65043,30742,"LINESTRING (-1.46502063887452 52.4190084785664, -1.4690578441882 52.420409071974)"
65043,65044,"LINESTRING (-1.46502063887452 52.4190084785664, -1.46524630776937 52.4185866551039)"
65044,65043,"LINESTRING (-1.46524630776937 52.4185866551039, -1.46502063887452 52.4190084785664)"
30279,65045,"LINESTRING (-1.45852211651053 52.4138163198311, -1.4591361911178 52.4154857971442)"
65045,30279,"LINESTRING (-1.4591361911178 52.4154857971442, -1.45852211651053 52.4138163198311)"
30277,65045,"LINESTRING (-1.45960643971572 52.4162202458646, -1.4591361911178 52.4154857971442)"
65045,30277,"LINESTRING (-1.4591361911178 52.4154857971442, -1.45960643971572 52.4162202458646)"
65045,65046,"LINESTRING (-1.4591361911178 52.4154857971442, -1.45848017332423 52.4156452806205)"
65046,65045,"LINESTRING (-1.45848017332423 52.4156452806205, -1.4591361911178 52.4154857971442)"
30295,65047,"LINESTRING (-1.44720060252642 52.4208043930982, -1.44630442341685 52.420944407515)"
65047,30295,"LINESTRING (-1.44630442341685 52.420944407515, -1.44720060252642 52.4208043930982)"
30803,65047,"LINESTRING (-1.44583275729553 52.4210180951159, -1.44630442341685 52.420944407515)"
65047,30803,"LINESTRING (-1.44630442341685 52.420944407515, -1.44583275729553 52.4210180951159)"
65047,65048,"LINESTRING (-1.44630442341685 52.420944407515, -1.44637295731393 52.4211384739946)"
65048,65047,"LINESTRING (-1.44637295731393 52.4211384739946, -1.44630442341685 52.420944407515)"
31605,65049,"LINESTRING (-1.44452705781277 52.4256576948489, -1.4452208928225 52.4255575781842)"
65049,31605,"LINESTRING (-1.4452208928225 52.4255575781842, -1.44452705781277 52.4256576948489)"
30334,65050,"LINESTRING (-1.44382882873357 52.4346840229577, -1.44233216238036 52.4333551593895)"
65050,30334,"LINESTRING (-1.44233216238036 52.4333551593895, -1.44382882873357 52.4346840229577)"
30578,65050,"LINESTRING (-1.44066865646204 52.4319734329042, -1.44233216238036 52.4333551593895)"
65050,30578,"LINESTRING (-1.44233216238036 52.4333551593895, -1.44066865646204 52.4319734329042)"
65050,65051,"LINESTRING (-1.44233216238036 52.4333551593895, -1.4419291674414 52.4335963746293)"
65051,65050,"LINESTRING (-1.4419291674414 52.4335963746293, -1.44233216238036 52.4333551593895)"
30845,65052,"LINESTRING (-1.49602196358614 52.4160481281639, -1.49689553986186 52.4158955087425)"
65052,30845,"LINESTRING (-1.49689553986186 52.4158955087425, -1.49602196358614 52.4160481281639)"
30195,65052,"LINESTRING (-1.49990165267293 52.4154941232629, -1.49689553986186 52.4158955087425)"
65052,30195,"LINESTRING (-1.49689553986186 52.4158955087425, -1.49990165267293 52.4154941232629)"
65052,65053,"LINESTRING (-1.49689553986186 52.4158955087425, -1.49681115700768 52.4156658915262)"
65053,65052,"LINESTRING (-1.49681115700768 52.4156658915262, -1.49689553986186 52.4158955087425)"
31318,65054,"LINESTRING (-1.49329352503976 52.4202914004435, -1.49341746480818 52.4206667393717)"
65054,31318,"LINESTRING (-1.49341746480818 52.4206667393717, -1.49329352503976 52.4202914004435)"
31316,65055,"LINESTRING (-1.45949995984691 52.407394681317, -1.46059617546981 52.407498469536)"
65055,31316,"LINESTRING (-1.46059617546981 52.407498469536, -1.45949995984691 52.407394681317)"
31317,65056,"LINESTRING (-1.45362563260278 52.4060453678545, -1.45910274469679 52.4053710276435)"
65056,31317,"LINESTRING (-1.45910274469679 52.4053710276435, -1.45362563260278 52.4060453678545)"
30435,65056,"LINESTRING (-1.45986619589469 52.4055490862767, -1.45910274469679 52.4053710276435)"
65056,30435,"LINESTRING (-1.45910274469679 52.4053710276435, -1.45986619589469 52.4055490862767)"
65056,65057,"LINESTRING (-1.45910274469679 52.4053710276435, -1.45867074570742 52.4053900489506)"
65057,65056,"LINESTRING (-1.45867074570742 52.4053900489506, -1.45910274469679 52.4053710276435)"
30265,65058,"LINESTRING (-1.46767605396309 52.3959494439741, -1.46308222587133 52.4011584305154)"
65058,30265,"LINESTRING (-1.46308222587133 52.4011584305154, -1.46767605396309 52.3959494439741)"
30436,65058,"LINESTRING (-1.46161848936803 52.4034580458654, -1.46308222587133 52.4011584305154)"
65058,30436,"LINESTRING (-1.46308222587133 52.4011584305154, -1.46161848936803 52.4034580458654)"
65058,65059,"LINESTRING (-1.46308222587133 52.4011584305154, -1.46397739986757 52.401267832495)"
65059,65058,"LINESTRING (-1.46397739986757 52.401267832495, -1.46308222587133 52.4011584305154)"
30854,65060,"LINESTRING (-1.4799809241838 52.4015860244258, -1.47943837795175 52.4015020925806)"
65060,30854,"LINESTRING (-1.47943837795175 52.4015020925806, -1.4799809241838 52.4015860244258)"
30281,65061,"LINESTRING (-1.45706412169443 52.4032371974099, -1.45712143946091 52.4026486200668)"
65061,30281,"LINESTRING (-1.45712143946091 52.4026486200668, -1.45706412169443 52.4032371974099)"
30897,65062,"LINESTRING (-1.52551301719351 52.39604003096, -1.52437679024501 52.396080271367)"
65062,30897,"LINESTRING (-1.52437679024501 52.396080271367, -1.52551301719351 52.39604003096)"
30900,65062,"LINESTRING (-1.52221886313219 52.3963428074651, -1.52437679024501 52.396080271367)"
65062,30900,"LINESTRING (-1.52437679024501 52.396080271367, -1.52221886313219 52.3963428074651)"
65062,65063,"LINESTRING (-1.52437679024501 52.396080271367, -1.52459541412904 52.3958849199353)"
65063,65062,"LINESTRING (-1.52459541412904 52.3958849199353, -1.52437679024501 52.396080271367)"
30836,65064,"LINESTRING (-1.52858437307196 52.3985864897887, -1.52777496702618 52.3989199586242)"
65064,30836,"LINESTRING (-1.52777496702618 52.3989199586242, -1.52858437307196 52.3985864897887)"
31178,65065,"LINESTRING (-1.53272829575808 52.3986737045693, -1.53198310859105 52.3981465910429)"
65065,31178,"LINESTRING (-1.53198310859105 52.3981465910429, -1.53272829575808 52.3986737045693)"
31417,65066,"LINESTRING (-1.53082160731881 52.3997868023139, -1.53165781938992 52.3992986442682)"
65066,31417,"LINESTRING (-1.53165781938992 52.3992986442682, -1.53082160731881 52.3997868023139)"
31178,65066,"LINESTRING (-1.53272829575808 52.3986737045693, -1.53165781938992 52.3992986442682)"
65066,31178,"LINESTRING (-1.53165781938992 52.3992986442682, -1.53272829575808 52.3986737045693)"
65066,65067,"LINESTRING (-1.53165781938992 52.3992986442682, -1.53376230910254 52.4005894233368)"
65067,65066,"LINESTRING (-1.53376230910254 52.4005894233368, -1.53165781938992 52.3992986442682)"
31180,65068,"LINESTRING (-1.53841863145849 52.3964208248752, -1.53886110656728 52.3958629143174)"
65068,31180,"LINESTRING (-1.53886110656728 52.3958629143174, -1.53841863145849 52.3964208248752)"
30703,65069,"LINESTRING (-1.5458457267244 52.4005642215546, -1.54363498320231 52.401422737266)"
65069,30703,"LINESTRING (-1.54363498320231 52.401422737266, -1.5458457267244 52.4005642215546)"
30073,65069,"LINESTRING (-1.54298980699414 52.4020810386008, -1.54363498320231 52.401422737266)"
65069,30073,"LINESTRING (-1.54363498320231 52.401422737266, -1.54298980699414 52.4020810386008)"
65069,65070,"LINESTRING (-1.54363498320231 52.401422737266, -1.54309371392865 52.4011913035516)"
65070,65069,"LINESTRING (-1.54309371392865 52.4011913035516, -1.54363498320231 52.401422737266)"
30919,65071,"LINESTRING (-1.51145798293581 52.3957582350994, -1.5118529151862 52.3955681130748)"
65071,30919,"LINESTRING (-1.5118529151862 52.3955681130748, -1.51145798293581 52.3957582350994)"
30851,65072,"LINESTRING (-1.50813957359565 52.3970146124197, -1.50784722842458 52.3969731134724)"
65072,30851,"LINESTRING (-1.50784722842458 52.3969731134724, -1.50813957359565 52.3970146124197)"
30917,65073,"LINESTRING (-1.50424481680988 52.398664573865, -1.50468841165471 52.3987081572836)"
65073,30917,"LINESTRING (-1.50468841165471 52.3987081572836, -1.50424481680988 52.398664573865)"
30849,65075,"LINESTRING (-1.49375789748908 52.403047602888, -1.4931906403654 52.4030443137012)"
65075,30849,"LINESTRING (-1.4931906403654 52.4030443137012, -1.49375789748908 52.403047602888)"
31106,65076,"LINESTRING (-1.4875271385572 52.4064153191614, -1.486889809226 52.4035741491779)"
65076,31106,"LINESTRING (-1.486889809226 52.4035741491779, -1.4875271385572 52.4064153191614)"
30223,65076,"LINESTRING (-1.48693145950489 52.403271625182, -1.486889809226 52.4035741491779)"
65076,30223,"LINESTRING (-1.486889809226 52.4035741491779, -1.48693145950489 52.403271625182)"
65076,65077,"LINESTRING (-1.486889809226 52.4035741491779, -1.4874808094419 52.4035376306956)"
65077,65076,"LINESTRING (-1.4874808094419 52.4035376306956, -1.486889809226 52.4035741491779)"
30854,65078,"LINESTRING (-1.4799809241838 52.4015860244258, -1.48019868280405 52.4028883856991)"
65078,30854,"LINESTRING (-1.48019868280405 52.4028883856991, -1.4799809241838 52.4015860244258)"
30237,65078,"LINESTRING (-1.48025870019086 52.4032335042157, -1.48019868280405 52.4028883856991)"
65078,30237,"LINESTRING (-1.48019868280405 52.4028883856991, -1.48025870019086 52.4032335042157)"
65078,65079,"LINESTRING (-1.48019868280405 52.4028883856991, -1.47980457515803 52.402892032553)"
65079,65078,"LINESTRING (-1.47980457515803 52.402892032553, -1.48019868280405 52.4028883856991)"
30855,65080,"LINESTRING (-1.47239718041343 52.4104120260753, -1.47263559033417 52.4080611780388)"
65080,30855,"LINESTRING (-1.47263559033417 52.4080611780388, -1.47239718041343 52.4104120260753)"
30255,65080,"LINESTRING (-1.47228860397897 52.4072168217836, -1.47263559033417 52.4080611780388)"
65080,30255,"LINESTRING (-1.47263559033417 52.4080611780388, -1.47228860397897 52.4072168217836)"
65080,65081,"LINESTRING (-1.47263559033417 52.4080611780388, -1.47217015936114 52.4081401035868)"
65081,65080,"LINESTRING (-1.47217015936114 52.4081401035868, -1.47263559033417 52.4080611780388)"
30246,65082,"LINESTRING (-1.47500416373133 52.4112654877808, -1.47542262255143 52.4082106893296)"
65082,30246,"LINESTRING (-1.47542262255143 52.4082106893296, -1.47500416373133 52.4112654877808)"
30411,65082,"LINESTRING (-1.4787411157897 52.4066211764843, -1.47542262255143 52.4082106893296)"
65082,30411,"LINESTRING (-1.47542262255143 52.4082106893296, -1.4787411157897 52.4066211764843)"
65082,65083,"LINESTRING (-1.47542262255143 52.4082106893296, -1.47602395747647 52.4082495637025)"
65083,65082,"LINESTRING (-1.47602395747647 52.4082495637025, -1.47542262255143 52.4082106893296)"
31343,65084,"LINESTRING (-1.47990922717158 52.4099704549335, -1.48028629854855 52.4099401375577)"
65084,31343,"LINESTRING (-1.48028629854855 52.4099401375577, -1.47990922717158 52.4099704549335)"
30412,65085,"LINESTRING (-1.48643857697403 52.4065082929184, -1.48660420551912 52.4081177811706)"
65085,30412,"LINESTRING (-1.48660420551912 52.4081177811706, -1.48643857697403 52.4065082929184)"
30222,65085,"LINESTRING (-1.48722285911928 52.4098357064269, -1.48660420551912 52.4081177811706)"
65085,30222,"LINESTRING (-1.48660420551912 52.4081177811706, -1.48722285911928 52.4098357064269)"
65085,65086,"LINESTRING (-1.48660420551912 52.4081177811706, -1.4861138821274 52.408154513882)"
65086,65085,"LINESTRING (-1.4861138821274 52.408154513882, -1.48660420551912 52.4081177811706)"
31159,65087,"LINESTRING (-1.48884886192464 52.4103371921245, -1.4888349635922 52.4109784390886)"
65087,31159,"LINESTRING (-1.4888349635922 52.4109784390886, -1.48884886192464 52.4103371921245)"
30847,65087,"LINESTRING (-1.48822851184669 52.4128655085209, -1.4888349635922 52.4109784390886)"
65087,30847,"LINESTRING (-1.4888349635922 52.4109784390886, -1.48822851184669 52.4128655085209)"
65087,65088,"LINESTRING (-1.4888349635922 52.4109784390886, -1.4891558048516 52.410991406663)"
65088,65087,"LINESTRING (-1.4891558048516 52.410991406663, -1.4888349635922 52.4109784390886)"
30415,65089,"LINESTRING (-1.48277499753354 52.4132480546345, -1.48328275504551 52.4131812104674)"
65089,30415,"LINESTRING (-1.48328275504551 52.4131812104674, -1.48277499753354 52.4132480546345)"
30246,65090,"LINESTRING (-1.47500416373133 52.4112654877808, -1.47698707780281 52.4111416040337)"
65090,30246,"LINESTRING (-1.47698707780281 52.4111416040337, -1.47500416373133 52.4112654877808)"
30233,65090,"LINESTRING (-1.48225555560625 52.4109558208781, -1.47698707780281 52.4111416040337)"
65090,30233,"LINESTRING (-1.47698707780281 52.4111416040337, -1.48225555560625 52.4109558208781)"
31315,65092,"LINESTRING (-1.46644129561049 52.4108318212495, -1.4686256343112 52.4108586893813)"
65092,31315,"LINESTRING (-1.4686256343112 52.4108586893813, -1.46644129561049 52.4108318212495)"
30807,65092,"LINESTRING (-1.47234866493496 52.4114372833476, -1.4686256343112 52.4108586893813)"
65092,30807,"LINESTRING (-1.4686256343112 52.4108586893813, -1.47234866493496 52.4114372833476)"
65092,65093,"LINESTRING (-1.4686256343112 52.4108586893813, -1.46864908715313 52.411824966857)"
65093,65092,"LINESTRING (-1.46864908715313 52.411824966857, -1.4686256343112 52.4108586893813)"
31315,65094,"LINESTRING (-1.46644129561049 52.4108318212495, -1.46659157763502 52.4104805830595)"
65094,31315,"LINESTRING (-1.46659157763502 52.4104805830595, -1.46644129561049 52.4108318212495)"
31005,65095,"LINESTRING (-1.44380000226251 52.4118451802538, -1.44387710760377 52.4129726523663)"
65095,31005,"LINESTRING (-1.44387710760377 52.4129726523663, -1.44380000226251 52.4118451802538)"
30302,65095,"LINESTRING (-1.44447813725356 52.4140838384554, -1.44387710760377 52.4129726523663)"
65095,30302,"LINESTRING (-1.44387710760377 52.4129726523663, -1.44447813725356 52.4140838384554)"
65095,65096,"LINESTRING (-1.44387710760377 52.4129726523663, -1.44339893671388 52.4130948871657)"
65096,65095,"LINESTRING (-1.44339893671388 52.4130948871657, -1.44387710760377 52.4129726523663)"
30704,65097,"LINESTRING (-1.44512082472637 52.4042479581101, -1.44480637450559 52.406257803118)"
65097,30704,"LINESTRING (-1.44480637450559 52.406257803118, -1.44512082472637 52.4042479581101)"
30335,65097,"LINESTRING (-1.4445761839562 52.4087383430589, -1.44480637450559 52.406257803118)"
65097,30335,"LINESTRING (-1.44480637450559 52.406257803118, -1.4445761839562 52.4087383430589)"
65097,65098,"LINESTRING (-1.44480637450559 52.406257803118, -1.4440344131691 52.4062102901567)"
65098,65097,"LINESTRING (-1.4440344131691 52.4062102901567, -1.44480637450559 52.406257803118)"
31665,65099,"LINESTRING (-1.45549172065717 52.3972094269275, -1.45542398108547 52.3965060494938)"
65099,31665,"LINESTRING (-1.45542398108547 52.3965060494938, -1.45549172065717 52.3972094269275)"
65099,65100,"LINESTRING (-1.45542398108547 52.3965060494938, -1.45473707545733 52.3965687325661)"
65100,65099,"LINESTRING (-1.45473707545733 52.3965687325661, -1.45542398108547 52.3965060494938)"
65099,65101,"LINESTRING (-1.45542398108547 52.3965060494938, -1.4555680322222 52.3961638282454)"
